ContentID,MY_AI,MY_FK,content_quality_finally,dep_DD,dep_MDD
news_plf12s02939,0,1,poor,"[0, 217, 0, 31, 0, 31, 0, 21]",4.22535211
news_plf12s02940,0,1,poor,"[0, 55, 35, 0, 31, 0, 31, 0, 0]",2.41269841
news_plf12s02941,0,1,average,"[0, 16, 74, 40]",3.17073171
news_plf12s02942,0,1,average,"[0, 4, 51, 36, 11, 44]",2.65454545
news_plf12s02943,0,1,average,"[0, 111, 33, 44]",3.35714286
news_plf12s02944,0,1,poor,"[0, 35, 53]",2.83870968
news_plf12s02945,0,1,average,"[0, 52, 29, 92, 22, 93, 223, 77, 78, 156, 17, 33, 192]",3.8974359
news_plf12s02946,0,1,poor,"[0, 116, 286, 4, 45]",5.56790123
news_plf12s02947,0,1,poor,"[0, 26, 29, 14]",2.55555556
news_plf12s02948,0,1,average,"[0, 48, 20, 93, 0]",3.09615385
news_plf12s02949,0,1,poor,"[0, 10, 23, 105, 21, 1, 2]",2.7
news_plf12s02950,0,1,poor,"[0, 66, 71, 0, 393, 0, 443, 52]",6.10119048
news_plf12s02951,0,1,average,"[0, 39, 28]",2.91304348
news_plf12s02952,0,1,good,"[0, 28, 123, 70, 73, 349, 88, 60, 10]",4.30645161
news_plf12s02953,0,1,poor,"[0, 48, 76, 49, 21, 145, 81, 2]",3.296875
news_plf12s02954,0,1,good,"[0, 113, 139, 168, 168, 15, 166, 197, 140, 122, 96, 107, 166, 24, 222, 44, 3]",4.20935412
news_plf12s02955,0,1,good,"[0, 113, 139, 168, 168, 15, 166, 197, 140, 122, 96, 107, 166, 24, 222, 44, 0]",4.24044944
news_plf12s02956,0,1,poor,"[0, 17]",1.54545455
news_plf12s02957,0,1,good,"[0, 124, 101, 40, 0, 48, 0, 48, 0, 0]",3.88172043
news_plf12s02958,0,1,poor,"[0, 75, 0, 48, 0, 25]",3.14893617
news_plf12s02959,0,1,poor,"[0, 22, 64, 19, 40, 0, 0]",2.73584906
news_plf12s02960,0,1,average,"[0, 32, 9, 72, 1, 60, 16]",2.79411765
news_plf12s02961,0,1,good,"[0, 25, 86, 104, 187, 0]",3.98019802
news_plf12s02962,0,1,good,"[0, 124, 0, 55, 0, 55, 0, 184, 19, 52, 141, 169, 8]",4.15979381
news_plf12s02963,0,1,average,"[0, 85, 19, 40, 0, 55, 0, 55, 0, 24]",3.05494505
news_plf12s02964,0,1,good,"[0, 366, 150, 11, 40, 18, 208, 29]",4.59217877
news_plf12s02965,0,1,average,"[0, 295, 4]",5.64150943
news_plf12s02966,0,1,average,"[0, 115, 65, 19]",3.55357143
news_plf12s02967,0,1,average,"[0, 8, 45, 17, 203, 24, 10]",3.4494382
news_plf12s02968,0,1,average,"[0, 88, 231, 319, 47, 85, 84, 0]",4.74444444
news_plf12s02969,0,1,poor,"[0, 0, 23, 16]",2.05263158
news_plf12s02970,0,1,poor,"[0, 20, 10]",1.76470588
news_plf12s02971,0,1,poor,"[0, 91, 6, 47, 6]",2.94117647
news_plf12s02972,0,1,average,"[0, 20, 100, 5]",2.90697674
news_plf12s02973,0,1,average,"[0, 0, 135, 114, 84, 20]",3.96629213
news_plf12s02974,0,1,average,"[0, 36, 32, 1, 43, 0, 26]",2.33898305
news_plf12s02975,0,1,poor,"[0, 0, 37]",2.17647059
news_plf12s02976,0,1,poor,"[0, 66]",2.64
news_plf12s02977,0,1,good,"[0, 473, 1, 54, 29]",6.55294118
news_plf12s02978,0,1,good,"[0, 227, 88, 34, 135, 85, 156, 31, 167, 61, 215, 124, 51, 23]",4.28527607
news_plf12s02979,0,1,good,"[0, 227, 7]",5.08695652
news_plf12s02980,0,1,average,"[0, 82, 16, 5]",2.71052632
news_plf12s02981,0,1,good,"[0, 82, 19, 42]",3.04255319
news_plf12s02982,0,1,average,"[0, 32, 0]",1.77777778
news_plf12s02983,0,1,poor,"[0, 49, 37, 7]",2.73529412
news_plf12s02984,0,1,average,"[0, 30, 44, 10]",2.54545455
news_plf12s02985,0,1,poor,"[0, 54, 1, 18, 35, 1, 35, 1]",2.54385965
news_plf12s02986,0,1,poor,"[0, 277, 1]",5.79166667
news_plf12s02987,0,1,poor,"[0, 4, 0, 0, 99]",4.12
news_plf12s02988,0,1,poor,"[0, 27]",2.25
news_plf12s02989,0,1,poor,"[0, 31, 10]",2.15789474
news_plf12s02990,0,1,poor,"[0, 84, 4]",3.66666667
news_plf12s02991,0,1,poor,"[0, 118, 4]",4.20689655
news_plf12s02992,0,1,average,"[0, 47, 192, 11, 9, 33, 19, 17, 27, 18, 15, 11]",3
news_plf12s02993,0,1,average,"[0, 220, 25, 12, 72]",4.38666667
news_plf12s02994,0,1,poor,"[0, 37, 2, 14, 4, 0]",2.03571429
news_plf12s02995,0,1,good,"[0, 114, 0, 59, 0, 66, 60, 307, 38, 77, 93, 40, 0, 59, 0, 194, 1]",4.16541353
news_plf12s02996,0,1,poor,"[0, 163, 0, 119, 0, 48, 0, 48, 0, 0]",4.06451613
news_plf12s02997,0,1,poor,"[0, 386]",6.77192982
news_plf12s02998,0,1,average,"[0, 605]",8.89705882
news_plf12s02999,0,1,good,"[0, 46, 224, 29, 96, 89, 102, 149, 22, 41, 128, 23, 32, 68, 185]",4.03267974
news_plf12s03000,0,1,average,"[0, 36, 0, 27, 5]",2
news_plf12s03001,0,1,poor,"[0, 32, 6, 0, 26, 0, 26, 0, 76]",2.37142857
news_plf12s03002,0,1,average,"[0, 3, 64, 7]",2.84615385
news_plf12s03003,0,1,poor,"[0, 120, 0]",4
news_plf12s03004,0,1,average,"[0, 27, 0, 0]",1.125
news_plf12s03005,0,1,average,"[0, 14, 43, 0, 0]",1.96551724
news_plf12s03007,0,1,poor,"[0, 92]",3.68
news_plf12s03008,0,1,poor,"[0, 31, 0, 130]",4.12820513
news_plf12s03009,0,1,poor,"[0, 0, 22, 1, 30]",2.20833333
news_plf12s03010,0,1,poor,"[0, 31]",2.21428571
news_plf12s03011,0,1,poor,"[0, 48, 19, 78, 5]",2.77777778
news_plf12s03012,0,1,poor,"[0, 25, 23, 59]",2.675
news_plf12s03013,0,1,poor,"[0, 14]",1.75
news_plf12s03014,0,1,average,"[0, 34, 21]",2.11538462
news_plf12s03015,0,1,average,"[0, 1, 0, 22, 10, 47, 81, 71, 92, 56, 29, 0, 228, 0, 0]",3.90797546
news_plf12s03016,0,1,good,"[0, 24, 68, 210, 3]",4.23611111
news_plf12s03017,0,1,average,"[0, 110, 7]",3.07894737
news_plf12s03018,0,1,poor,"[0, 17, 8]",1.92307692
news_plf12s03019,0,1,poor,"[0, 21, 115]",3.23809524
news_plf12s03020,0,1,poor,"[0, 49, 3, 23]",2.34375
news_plf12s03021,0,1,poor,"[0, 34]",2.26666667
news_plf12s03022,0,1,poor,"[0, 47, 78, 0]",3.125
news_plf12s03023,0,1,poor,"[0, 70, 1, 0]",3.08695652
news_plf12s03024,0,1,poor,"[0, 168, 47, 11, 6]",3.86666667
news_plf12s03025,0,1,good,"[0, 147, 103, 24, 32, 22, 22, 86, 9]",3.24817518
news_plf12s03026,0,1,poor,"[0, 43, 40, 0, 0]",2.24324324
news_plf12s03027,0,1,average,"[0, 53, 45, 49]",2.67272727
news_plf12s03028,0,1,average,"[0, 100, 48, 125, 123, 0, 0]",3.88235294
news_plf12s03029,0,1,poor,"[0, 2, 14, 3, 5, 15]",1.69565217
news_plf12s03030,0,1,good,"[0, 78, 23, 111, 43, 0]",3.75
news_plf12s03031,0,1,good,"[0, 169, 14, 75, 23, 109, 77, 34]",3.94488189
news_plf12s03032,0,1,poor,"[0, 19, 19]",2.375
news_plf12s03033,0,1,poor,"[0, 14, 7, 9]",1.66666667
news_plf12s03034,0,1,good,"[0, 53, 4, 6, 9, 7, 24, 6, 557, 154]",5.22292994
news_plf12s03035,0,1,poor,"[0, 54]",2.7
news_plf12s03036,0,1,poor,"[0, 2, 12]",1.4
news_plf12s03037,0,1,good,"[0, 3, 38, 100, 97, 41, 143, 94, 843, 2]",5.79148936
news_plf12s03038,0,1,good,"[0, 178, 275, 201, 44, 54, 64]",4.16326531
news_plf12s03039,0,1,average,"[0, 178, 275, 201, 44, 54, 64, 0]",4.16326531
news_plf12s03040,0,1,poor,"[0, 119]",4.57692308
news_plf12s03041,0,1,poor,"[0, 0, 7, 3, 64, 51, 15, 21, 15, 35, 0, 31, 24, 7, 21]",2.49152542
news_plf12s03042,0,1,good,"[0, 92, 202, 14, 35, 71, 30, 32, 5, 13, 294, 23, 0, 132, 15, 17, 73, 70, 35, 25, 133, 43]",3.56315789
news_plf12s03043,0,1,average,"[0, 171, 70, 67, 0, 86]",4.14736842
news_plf12s03044,0,1,poor,"[0, 106]",4.41666667
news_plf12s03045,0,1,average,"[0, 23, 40, 0, 129, 5]",3.39655172
news_plf12s03046,0,1,average,"[0, 97, 66, 25, 67, 95, 24, 41, 14]",3.06428571
news_plf12s03047,0,1,poor,"[0, 236, 22]",4.60714286
news_plf12s03048,0,1,average,"[0, 107, 67, 23, 67, 0, 24, 0, 24, 0, 0]",2.78571429
news_plf12s03049,0,1,poor,"[0, 15, 10, 6, 10, 18, 162, 22, 69]",3.08910891
news_plf12s03050,0,1,poor,"[0, 1, 15]",1.33333333
news_plf12s03051,0,1,poor,"[0, 123, 22, 43]",3.48148148
news_plf12s03052,0,1,poor,"[0, 130, 0, 0]",3.51351351
news_plf12s03053,0,1,poor,"[0, 65, 40]",2.91666667
news_plf12s03054,0,1,poor,"[0, 61, 3]",3.36842105
news_plf12s03055,0,1,poor,"[0, 30]",2.14285714
news_plf12s03056,0,1,average,"[0, 45, 46]",3.13793103
news_plf12s03057,0,1,poor,"[0, 33, 7]",1.9047619
news_plf12s03058,0,1,poor,"[0, 57, 45, 34, 26, 32, 4]",2.38554217
news_plf12s03059,0,1,poor,"[0, 73, 188]",4.66071429
news_plf12s03060,0,1,poor,"[0, 41, 0, 0, 10, 0]",2.125
news_plf12s03061,0,1,poor,"[0, 94]",3.91666667
news_plf12s03062,0,1,poor,"[0, 95, 63, 0, 0]",3.16
news_plf12s03063,0,1,poor,"[0, 27]",2.07692308
news_plf12s03064,0,1,good,"[0, 205, 144, 31, 65, 88, 235, 44, 26, 33, 21, 101, 116, 79]",4.22775801
news_plf12s03065,0,1,poor,"[0, 34, 53, 14]",2.58974359
news_plf12s03066,0,1,poor,"[0, 11, 76]",3.7826087
news_plf12s03067,0,1,poor,"[0, 40]",3.07692308
news_plf12s03068,0,1,poor,"[0, 101]",3.60714286
news_plf12s03069,0,1,poor,"[0, 112]",4.86956522
news_plf12s03070,0,1,good,"[0, 168, 57, 51, 41, 536, 138, 99, 111, 20, 117, 11]",4.36569579
news_plf12s03071,0,1,poor,"[0, 3]",0.75
news_plf12s03072,0,1,good,"[0, 451, 59, 0, 0]",5.86206897
news_plf12s03073,0,1,average,"[0, 50, 40, 0, 179, 2]",4.234375
news_plf12s03074,0,1,poor,"[0, 47, 0, 56]",2.94285714
news_plf12s03075,0,1,poor,"[0, 100, 0, 38, 0, 25]",3.32653061
news_plf12s03076,0,1,poor,"[0, 16, 0, 80]",2.59459459
news_plf12s03077,0,1,good,"[0, 29, 1, 16, 22, 26, 32, 10, 9, 41, 24, 44, 250, 16, 21]",3.25903614
news_plf12s03078,0,1,poor,"[0, 37]",2.84615385
news_plf12s03079,0,1,average,"[0, 61, 53, 8]",2.8372093
news_plf12s03080,0,1,poor,"[0, 96]",4
news_plf12s03081,0,1,poor,"[0, 6]",1.5
news_plf12s03082,0,1,average,"[0, 328, 149, 17]",5.36956522
news_plf12s03083,0,1,poor,"[0, 24, 3, 22]",1.88461538
news_plf12s03084,0,1,poor,"[0, 27, 8]",1.94444444
news_plf12s03085,0,1,poor,"[0, 30, 30]",2
news_plf12s03086,0,1,poor,"[0, 42, 7, 29, 5]",2.12820513
news_plf12s03087,0,1,average,"[0, 61, 15, 142, 52, 0, 25]",3.24175824
news_plf12s03088,0,1,poor,"[0, 107, 211, 15, 232]",4.28030303
news_plf12s03089,0,1,poor,"[0, 58, 32, 0, 5]",2.87878788
news_plf12s03090,0,1,average,"[0, 27, 96, 18]",3.13333333
news_plf12s03091,0,1,poor,"[0, 81, 0, 30]",3.26470588
news_plf12s03092,0,1,poor,"[0, 118]",3.93333333
news_plf12s03093,0,1,poor,"[0, 47, 0, 6]",2.30434783
news_plf12s03094,0,1,average,"[0, 53, 24]",2.85185185
news_plf12s03095,0,1,good,"[0, 2889, 264, 7]",12.69076305
news_plf12s03096,0,1,average,"[0, 565, 3, 21, 55, 61]",5.34090909
news_plf12s03097,0,1,poor,"[0, 13, 0, 59, 10]",2.48484848
news_plf12s03098,0,1,average,"[0, 3, 67, 7, 50, 1]",2.46153846
news_plf12s03099,0,1,poor,"[0, 66, 35, 9, 25]",2.64705882
news_plf12s03100,0,1,poor,"[0, 41, 0, 2]",2.38888889
news_plf12s03101,0,1,average,"[0, 78, 138, 74, 23, 5]",3.69767442
news_plf12s03102,0,1,good,"[0, 51, 296, 16, 18, 7, 93, 237, 2]",4.18604651
news_plf12s03103,0,1,average,"[0, 102, 96, 19, 0]",3.44444444
news_plf12s03104,0,1,good,"[0, 238, 743, 286, 209, 79]",6.58898305
news_plf12s03105,0,1,average,"[0, 1, 34, 7]",1.90909091
news_plf12s03106,0,1,poor,"[0, 143]",4.61290323
news_plf12s03107,0,1,poor,"[0, 17, 21, 104]",3.22727273
news_plf12s03108,0,1,poor,"[0, 16]",1.77777778
news_plf12s03109,0,1,good,"[0, 13, 67, 72]",2.98039216
news_plf12s03110,0,1,poor,"[0, 9, 8, 11, 1, 23, 15, 7]",1.64444444
news_plf12s03111,0,1,poor,"[0, 28, 53]",3
news_plf12s03112,0,1,poor,"[0, 43]",2.86666667
news_plf12s03113,0,1,poor,"[0, 16, 10, 40, 0, 7]",1.97297297
news_plf12s03114,0,1,good,"[0, 78, 1122, 219, 51, 6]",7.27093596
news_plf12s03115,0,1,good,"[0, 359, 166]",5.58510638
news_plf12s03116,0,1,poor,"[0, 0, 1, 4]",0.83333333
news_plf12s03117,0,1,good,"[0, 86, 11, 24, 42, 30, 28, 12, 5]",2.9382716
news_plf12s03118,0,1,average,"[0, 61, 13, 3]",2.65517241
news_plf12s03119,0,1,poor,"[0, 1, 33]",2.26666667
news_plf12s03120,0,1,poor,"[0, 35]",2.1875
news_plf12s03121,0,1,poor,"[0, 214]",5.63157895
news_plf12s03122,0,1,poor,"[0, 32, 33, 11, 3, 16, 16]",1.94736842
news_plf12s03123,0,1,good,"[0, 3195, 52, 0, 0]",14.05627706
news_plf12s03124,0,1,good,"[0, 3382, 46, 0, 0]",14.96943231
news_plf12s03125,0,1,average,"[0, 92, 13]",2.91666667
news_plf12s03126,0,1,good,"[0, 83, 99, 182, 167, 151, 58, 4]",3.91578947
news_plf12s03127,0,1,poor,"[0, 29]",2.41666667
news_plf12s03128,0,1,good,"[0, 551, 42, 32]",6.37755102
news_plf12s03129,0,1,poor,"[0, 25, 5, 0]",1.76470588
news_plf12s03130,0,1,average,"[0, 48, 40, 0, 20]",2.57142857
news_plf12s03131,0,1,poor,"[0, 55, 5]",2.72727273
news_plf12s03132,0,1,poor,"[0, 20]",2.5
news_plf12s03133,0,1,good,"[0, 351, 17]",5.93548387
news_plf12s03134,0,1,good,"[0, 351, 0]",6.5
news_plf12s03135,0,1,good,"[0, 23, 16, 20, 20, 20, 20, 20, 18, 18, 25, 20, 18, 20, 20, 20, 18, 20, 18, 20, 20, 20, 20, 20, 141, 171, 20, 5]",3.25514403
news_plf12s03136,0,1,poor,"[0, 0, 6, 61, 45]",2.73170732
news_plf12s03137,0,1,poor,"[0, 75]",3.75
news_plf12s03138,0,1,poor,"[0, 237]",5.51162791
news_plf12s03139,0,1,poor,"[0, 257, 0, 89]",5.58064516
news_plf12s03140,0,1,good,"[0, 0, 273, 25, 2]",5
news_plf12s03141,0,1,average,"[0, 439, 49]",8
news_plf12s03142,0,1,good,"[0, 4, 273, 25, 1]",4.734375
news_plf12s03143,0,1,good,"[0, 0, 4, 36, 39, 33, 45, 82, 198, 105, 70, 2, 3, 20, 1, 1, 1, 86, 75, 1, 0, 27, 1, 23, 87, 28, 1, 7, 171, 47, 5]",3.41595442
news_plf12s03144,0,1,poor,"[0, 315, 191]",5.75
news_plf12s03145,0,1,average,"[0, 188, 0, 0]",5.08108108
news_plf12s03146,0,1,good,"[0, 171, 3, 4, 73, 2, 17, 47, 100, 28, 17, 12, 1, 36, 0, 0]",3.27564103
news_plf12s03147,0,1,good,"[0, 12, 8, 13, 78, 5, 16, 27, 64, 15, 60, 16]",2.47244094
news_plf12s03148,0,1,good,"[0, 26, 85, 21, 57, 19, 87]",3.31460674
news_plf12s03149,0,1,good,"[0, 71, 94, 44, 1]",3.23076923
news_plf12s03150,0,1,poor,"[0, 13, 25]",2.375
news_plf12s03151,0,1,good,"[0, 22, 22, 3, 131, 1]",3.25454545
news_plf12s03152,0,1,good,"[0, 92, 125, 48, 52, 96]",4.39361702
news_plf12s03153,0,1,average,"[0, 222, 88]",4.76923077
news_plf12s03154,0,1,average,"[0, 182, 88]",4.35483871
news_plf12s03155,0,1,good,"[0, 28, 98, 23, 24, 3, 48, 6, 71, 34, 92, 39]",3.14864865
news_plf12s03156,0,1,poor,"[0, 14]",1.55555556
news_plf12s03157,0,1,good,"[0, 57, 522, 73, 50, 16, 27, 27, 18, 33, 5, 9, 75, 131, 98, 127, 19, 12, 11, 7, 15, 42, 40, 0, 12]",4.18181818
news_plf12s03158,0,1,average,"[0, 35, 26, 88, 0, 53]",3.36666667
news_plf12s03159,0,1,good,"[0, 171, 25, 193, 2, 2, 2, 2, 5, 133, 378, 9, 12]",5.21787709
news_plf12s03160,0,1,poor,"[0, 156, 7]",4.17948718
news_plf12s03161,0,1,poor,"[0, 59, 7]",2.75
news_plf12s03162,0,1,average,"[0, 201, 31, 0]",4.07017544
news_plf12s03163,0,1,good,"[0, 94, 95, 2, 1]",3.55555556
news_plf12s03164,0,1,good,"[0, 145]",3.71794872
news_plf12s03165,0,1,poor,"[0, 29, 27]",2.54545455
news_plf12s03166,0,1,poor,"[0, 55, 5]",3
news_plf12s03167,0,1,poor,"[0, 33, 4, 30, 21, 5]",2.44736842
news_plf12s03168,0,1,poor,"[0, 10, 46, 6]",2.81818182
news_plf12s03169,0,1,average,"[0, 89, 82, 39]",3.5
news_plf12s03170,0,1,poor,"[0, 38]",2.71428571
news_plf12s03171,0,1,average,"[0, 20, 4, 1, 15, 1]",1.7826087
news_plf12s03172,0,1,poor,"[0, 54]",3.17647059
news_plf12s03173,0,1,poor,"[0, 31]",2.21428571
news_plf12s03174,0,1,poor,"[0, 129, 13, 28, 6]",3.32075472
news_plf12s03175,0,1,poor,"[0, 15]",2.14285714
news_plf12s03176,0,1,poor,"[0, 80]",3.63636364
news_plf12s03177,0,1,poor,"[0, 60, 7]",2.91304348
news_plf12s03178,0,1,good,"[0, 5, 275, 47, 28, 31]",4.38636364
news_plf12s03179,0,1,poor,"[0, 53, 6]",2.45833333
news_plf12s03180,0,1,good,"[0, 6, 69, 159, 7]",3.88709677
news_plf12s03181,0,1,average,"[0, 263, 5]",5.70212766
news_plf12s03182,0,1,good,"[0, 153, 253, 107, 53, 12, 23, 151, 60, 130]",4.57281553
news_plf12s03183,0,1,average,"[0, 21, 12, 9]",1.90909091
news_plf12s03185,0,1,poor,"[0, 2, 3]",1
news_plf12s03186,0,1,good,"[0, 59, 12, 75]",2.8627451
news_plf12s03187,0,1,average,"[0, 70, 91, 5, 17, 5]",3.03225806
news_plf12s03188,0,1,average,"[0, 212, 44, 39]",4.33823529
news_plf12s03189,0,1,good,"[0, 269, 44, 6]",4.76119403
news_plf12s03190,0,1,average,"[0, 45, 9]",2.7
news_plf12s03191,0,1,poor,"[0, 34, 148, 57, 140]",3.94791667
news_plf12s03192,0,1,good,"[0, 31, 49, 48, 7, 134, 84, 32, 442, 107, 97, 164, 120, 43, 330]",4.52546917
news_plf12s03193,0,1,poor,"[0, 32]",2.90909091
news_plf12s03194,0,1,average,"[0, 65, 4, 0, 18, 1]",2.2
news_plf12s03195,0,1,good,"[0, 75, 55]",2.88888889
news_plf12s03196,0,1,good,"[0, 288]",5.64705882
news_plf12s03197,0,1,poor,"[0, 24]",3
news_plf12s03198,0,1,poor,"[0, 52]",4
news_plf12s03199,0,1,poor,"[0, 31]",3.44444444
news_plf12s03200,0,1,poor,"[0, 11]",1.375
news_plf12s03201,0,1,good,"[0, 79, 148, 57, 140, 247, 1222, 4, 6, 224, 35, 131, 22, 156, 68, 4, 0, 24, 38]",5.85393258
news_plf12s03202,0,1,average,"[0, 31, 14, 19, 33, 5]",2.08163265
news_plf12s03203,0,1,good,"[0, 65, 104, 277, 385, 42, 58, 133, 69, 5, 161, 17, 194, 89, 36, 219, 50, 92, 354, 66, 5]",4.21043478
news_plf12s03204,0,1,good,"[0, 65, 104, 277, 385, 42, 58, 133, 69, 5, 161, 17, 194, 89, 36, 219, 50, 92, 354, 66, 3]",4.20695652
news_plf12s03205,0,1,poor,"[0, 83]",3.77272727
news_plf12s03206,0,1,average,"[0, 18, 54, 31]",2.71052632
news_plf12s03207,0,1,average,"[0, 6, 29, 35]",2.69230769
news_plf12s03208,0,1,poor,"[0, 22, 7]",1.93333333
news_plf12s03209,0,1,average,"[0, 78]",3.39130435
news_plf12s03210,0,1,average,"[0, 154, 4]",4.15789474
news_plf12s03211,0,1,good,"[0, 21, 88, 76, 101, 13, 44, 36, 29]",3
news_plf12s03212,0,1,average,"[0, 172, 61, 47, 108, 7, 40, 6, 12]",3.2826087
news_plf12s03213,0,1,average,"[0, 4, 52]",2.33333333
news_plf12s03214,0,1,poor,"[0, 7]",1.75
news_plf12s03215,0,1,poor,"[0, 0, 6, 35, 1, 42]",2.54545455
news_plf12s03216,0,1,poor,"[0, 26]",2.88888889
news_plf12s03217,0,1,good,"[0, 54, 3, 172, 589, 285, 74, 153, 319, 55, 94]",5.58385093
news_plf12s03218,0,1,poor,"[0, 15, 7, 0]",1.69230769
news_plf12s03219,0,1,poor,"[0, 11]",2.2
news_plf12s03220,0,1,poor,"[0, 19]",1.9
news_plf12s03221,0,1,poor,"[0, 18, 10, 0]",1.4
news_plf12s03222,0,1,good,"[0, 241]",5.47727273
news_plf12s03223,0,1,average,"[0, 429, 51]",7.38461538
news_plf12s03224,0,1,good,"[0, 22, 21, 29, 16, 31, 63, 59, 37, 34, 50, 102, 30, 31, 5, 8, 14, 37, 115, 24, 37, 83, 13]",2.80456026
news_plf12s03225,0,1,good,"[0, 112, 22, 21, 29, 16, 31, 63, 59, 37, 34, 50, 102, 30, 31, 5, 8, 14, 37, 115, 24, 37, 80]",2.9628483
news_plf12s03226,0,1,poor,"[0, 9]",1.28571429
news_plf12s03227,0,1,average,"[0, 55, 6]",2.77272727
news_plf12s03228,0,1,average,"[0, 81, 4]",2.93103448
news_plf12s03229,0,1,poor,"[0, 63]",2.73913043
news_plf12s03230,0,1,poor,"[0, 33, 6, 55]",3.24137931
news_plf12s03231,0,1,poor,"[0, 42]",2.8
news_plf12s03232,0,1,poor,"[0, 104]",4.72727273
news_plf12s03233,0,1,poor,"[0, 6, 4]",1.42857143
news_plf12s03234,0,1,poor,"[0, 31, 51]",2.92857143
news_plf12s03235,0,1,average,"[0, 6, 60, 38, 9, 60, 38, 13]",2.57471264
news_plf12s03236,0,1,good,"[0, 175, 21, 5]",3.35
news_plf12s03237,0,1,poor,"[0, 19, 114]",3.91176471
news_plf12s03238,0,1,good,"[0, 2, 509, 23, 175, 90, 31, 28]",4.90285714
news_plf12s03239,0,1,poor,"[0, 36, 25]",2.77272727
news_plf12s03240,0,1,poor,"[0, 71]",3.38095238
news_plf12s03241,0,1,poor,"[0, 22, 6]",1.64705882
news_plf12s03242,0,1,poor,"[0, 69]",3.28571429
news_plf12s03243,0,1,poor,"[0, 9, 18, 11, 11, 0, 3, 0, 31, 10, 11]",1.67741935
news_plf12s03244,0,1,average,"[0, 36, 241, 173]",4.45544554
news_plf12s03246,0,1,average,"[0, 24, 9]",2.2
news_plf12s03247,0,1,poor,"[0, 28]",2.15384615
news_plf12s03248,0,1,poor,"[0, 14, 71, 6, 23]",2.65116279
news_plf12s03250,0,1,good,"[0, 275, 82, 13, 5]",5.06756757
news_plf12s03251,0,1,poor,"[0, 426, 53, 47]",6.3373494
news_plf12s03252,0,1,average,"[0, 93, 14, 17, 28]",2.98039216
news_plf12s03253,0,1,poor,"[0, 39, 14, 2, 145, 5]",3.30645161
news_plf12s03254,0,1,poor,"[0, 80, 6]",2.86666667
news_plf12s03255,0,1,average,"[0, 133, 8]",3.13333333
news_plf12s03256,0,1,poor,"[0, 61]",2.9047619
news_plf12s03257,0,1,poor,"[0, 12]",1.71428571
news_plf12s03258,0,1,poor,"[0, 276, 2]",6.17777778
news_plf12s03259,0,1,average,"[0, 25, 124, 72, 43, 13, 23, 6, 16]",2.95412844
news_plf12s03260,0,1,poor,"[0, 91, 40]",3.19512195
news_plf12s03261,0,1,good,"[0, 119, 22, 62, 222, 33, 147, 110, 144, 18, 298, 52, 5, 4, 3]",4.45683453
news_plf12s03262,0,1,average,"[0, 484]",7.11764706
news_plf12s03263,0,1,good,"[0, 223, 88]",4.09210526
news_plf12s03264,0,1,poor,"[0, 42]",2.8
news_plf12s03265,0,1,poor,"[0, 23, 1]",2.18181818
news_plf12s03266,0,1,average,"[0, 183]",4.46341463
news_plf12s03267,0,1,poor,"[0, 48, 63, 18, 2]",2.67346939
news_plf12s03268,0,1,good,"[0, 12, 264, 9, 63, 0]",4.24390244
news_plf12s03269,0,1,poor,"[0, 340, 9, 19, 12]",5.27777778
news_plf12s03270,0,1,poor,"[0, 340, 9, 19, 12]",5.27777778
news_plf12s03271,0,1,poor,"[0, 53, 5]",2.76190476
news_plf12s03272,0,1,average,"[0, 212, 48, 0, 0, 0, 32, 6, 0, 12, 0]",3.92405063
news_plf12s03273,0,1,good,"[0, 217, 53, 0, 0, 0, 20]",4.6031746
news_plf12s03274,0,1,poor,"[0, 37, 33]",2.69230769
news_plf12s03275,0,1,poor,"[0, 2, 27, 14, 18]",2.17857143
news_plf12s03276,0,1,poor,"[0, 25]",2.08333333
news_plf12s03277,0,1,poor,"[0, 44, 8]",2.73684211
news_plf12s03278,0,1,poor,"[0, 7]",1.4
news_plf12s03279,0,1,poor,"[0, 67, 75]",3.30232558
news_plf12s03280,0,1,poor,"[0, 54]",3.375
news_plf12s03281,0,1,good,"[0, 20, 52, 100, 23, 7, 457, 173, 5, 351, 25, 124, 182, 126, 79]",5.115727
news_plf12s03282,0,1,poor,"[0, 73, 7]",3.63636364
news_plf12s03283,0,1,poor,"[0, 58]",3.22222222
news_plf12s03284,0,1,good,"[0, 11, 5, 24, 30, 33, 98, 48, 122, 48]",3.352
news_plf12s03285,0,1,poor,"[0, 0, 9, 63, 61, 115, 0]",3.26315789
news_plf12s03286,0,1,good,"[0, 53, 486, 265, 124, 193]",5.00446429
news_plf12s03287,0,1,good,"[0, 13, 34, 25, 48]",2.22222222
news_plf12s03288,0,1,poor,"[0, 2, 29]",2.58333333
news_plf12s03289,0,1,poor,"[0, 47]",2.9375
news_plf12s03290,0,1,poor,"[0, 115, 0]",3.96551724
news_plf12s03291,0,1,poor,"[0, 437, 8]",7.41666667
news_plf12s03292,0,1,good,"[0, 35, 75, 66, 34, 99, 65, 126, 12, 241, 64, 45, 30, 123, 63, 107, 9, 61, 498, 33, 117, 129, 280, 26, 236, 344, 11, 146, 29, 58, 46, 149, 92, 16, 52, 202, 74, 97, 21, 30, 34]",4.17103882
news_plf12s03293,0,1,good,"[0, 89, 31, 866, 170, 300, 441, 32, 74, 24, 13]",5.63535912
